user_id,device_type,location_match,app_login_duration,app_usage_today,payment_amount,transaction_hour,past_fraud_flag,network_type,os_version,battery_level,eligible_for_super_otp
8c9e8252-8164-48a8-a8aa-fa7d20eab0cd,Desktop,1,2.08,12.83,9395.36,9,0,4G,iOS 16,32,0
6e97ab67-5d4d-4e74-bd22-26a618ee767e,Mobile,1,0.16,64.75,21391.19,19,0,WiFi,Android 12,55,0
9eb4481d-a6bd-493c-8419-d1e7c70040fd,Desktop,1,0.26,13.12,19859.57,4,0,4G,Android 12,98,0
81a16017-5d3f-497f-a521-75892490acc3,Desktop,0,16.9,31.53,11046.39,18,0,WiFi,iOS 16,61,0
6840717d-96de-4898-b19c-760fcb119df5,Mobile,1,20.67,32.44,16936.47,21,0,None,iOS 15,36,0
6195dac5-cefc-40e0-939b-bc2a3ea9b33b,Mobile,0,28.86,121.87,14458.33,20,0,4G,iOS 15,67,0
ff94a5ad-c7f7-4999-a182-88f177cf1031,Desktop,1,3.52,13.08,3206.78,17,0,WiFi,Android 13,76,0
fd54be10-a94b-4176-8246-fc621b2531ae,Mobile,1,12.25,108.03,3823.23,22,0,WiFi,iOS 15,71,1
b477ea5f-9fc8-407a-97c0-b151f8ef3c15,Desktop,1,2.56,61.65,1698.15,23,0,4G,iOS 16,77,0
318716ee-f08b-4d53-894f-3befdafec245,Mobile,1,1.78,67.72,24793.3,8,0,WiFi,iOS 16,37,0
b1d10237-7ea4-4f5c-a7af-5a894bde0a6c,Desktop,1,22.38,65.72,9137.16,18,0,None,iOS 15,25,0
117ef015-6b5a-4d49-ab7c-697069dc10ac,Desktop,1,11.89,31.95,1921.89,8,0,None,Android 13,75,0
b9a0c2d7-0cdd-4008-811b-94fcaeba781b,Mobile,1,1.17,23.1,10547.24,17,0,None,iOS 15,56,0
838bb6d0-84a0-4e1a-b849-6c321094362a,Mobile,1,9.08,91.33,1259.44,3,0,WiFi,iOS 16,25,1
b7f14da3-b744-4546-bc1e-fd9937644779,Mobile,1,4.83,20.27,19950.24,17,0,WiFi,Android 13,13,0
71f07622-972e-4d8a-92ff-620e86fb740b,Desktop,1,16.92,35.25,16931.46,20,0,4G,Android 13,53,0
b87c5942-cba0-4c1b-9fed-4a040bb9aedb,Desktop,1,8.88,106.6,1687.52,8,0,WiFi,iOS 15,26,0
d6555e15-30c6-483b-83ea-f03c1440bf58,Mobile,1,5.22,33.48,9448.15,7,0,None,Android 13,74,0
19fda51f-2f6e-4b3a-b083-63ebb6077910,Desktop,1,12.07,87.75,11244.28,8,0,WiFi,iOS 16,7,0
81c684ab-0264-4423-afef-433f31efd85d,Mobile,1,7.9,51.86,17426.65,4,0,4G,Android 13,27,0
64144518-e2a0-4d77-97f2-0bdcedd561c4,Desktop,0,3.43,71.08,14353.66,6,0,None,Android 12,88,0
c78b8b65-416b-44f5-ac3a-2fbc57a8ba5d,Desktop,0,17.38,87.52,22435.08,3,0,4G,iOS 16,96,0
ba9533b4-2b74-42cf-ad9d-fd8340939826,Mobile,1,8.17,61.65,16414.0,7,0,None,Android 13,41,0
10040f02-c2e6-4e70-8ff7-e23220aaaa49,Desktop,0,2.85,16.51,13577.78,7,0,WiFi,Android 13,94,0
4e2dbe27-4945-4575-a066-9e3a12adc069,Desktop,1,14.67,73.96,306.1,20,0,4G,iOS 15,76,0
151ee7aa-9edb-41d4-9858-4164532aee65,Desktop,1,3.1,49.66,18104.05,4,0,4G,iOS 16,17,0
6e84cfd0-c3a0-4d8f-8eaa-38dc2beee4e6,Desktop,1,18.32,113.58,5875.4,11,0,4G,Android 12,19,0
cd32ef8a-44d0-470b-9399-61c8aaa1ec4c,Desktop,1,10.55,88.54,12115.95,16,0,None,Android 13,62,0
fc64ee9e-e323-44e7-b695-81eaf0a5350d,Desktop,1,8.65,12.26,11215.47,22,0,None,Android 12,20,0
5d357bc8-80f3-494e-9799-d11aa7f36eee,Mobile,1,0.73,77.75,14192.27,1,0,WiFi,iOS 16,83,0
31e6d2f0-ebb7-49c0-a869-aba93a77a902,Desktop,1,4.11,27.55,12681.79,6,0,None,Android 12,70,0
80ea71a4-0a54-4811-be80-813010998e79,Mobile,1,19.6,64.05,9162.18,5,0,None,Android 12,65,0
4d2a1413-dc9c-4fe6-9f87-86c7e5a69a2e,Mobile,0,41.12,67.82,802.59,3,0,None,iOS 15,33,0
08add0be-db7e-40c1-ad40-c72da65e76ba,Mobile,1,9.16,93.03,208.55,19,1,None,iOS 15,87,0
23e3cb38-ff00-46c5-885c-360eeac40443,Desktop,1,0.68,105.69,18024.13,0,0,None,iOS 15,13,0
9b5f68b0-2c5d-4cf0-b456-8ce6866a64b9,Desktop,1,6.03,75.65,2432.78,15,0,WiFi,iOS 15,12,0
9f6a8f89-f63f-4f7a-9541-1013e7b92f6a,Mobile,1,18.41,38.15,7242.21,6,0,WiFi,Android 13,79,0
36f3cec8-4731-4fde-adb4-e444b38eae97,Mobile,1,6.74,93.04,14310.75,8,0,4G,Android 12,33,0
914d13e7-b03b-4013-84e8-ced177aad863,Mobile,1,2.52,41.76,17281.19,11,0,WiFi,iOS 15,19,0
473db34b-566b-460c-af2b-0d2bb1241820,Desktop,0,2.31,59.02,16510.38,11,0,None,Android 12,88,0
be4a6ad8-a461-43e4-a6ac-8e0b3a4d7540,Desktop,1,4.23,128.39,8885.46,18,0,WiFi,iOS 15,71,0
7f218c09-205f-4b95-841d-90bd29f593c0,Mobile,0,14.55,81.12,14777.05,13,0,4G,Android 12,23,0
57e3b7d9-7950-40b2-bf24-ab33160719ee,Mobile,1,2.99,90.95,22004.03,14,0,WiFi,iOS 16,6,0
52cfa046-c810-4921-92b0-1e69ee8baec1,Mobile,1,19.45,72.06,18495.87,4,0,WiFi,iOS 16,78,0
a65a022c-ef63-4d97-be41-75a5b9f82994,Desktop,1,19.87,-5.23,24170.0,4,0,WiFi,iOS 15,76,0
8534b66c-59b4-4322-bb1a-eb558f247737,Desktop,0,0.47,53.71,14735.42,6,0,WiFi,iOS 16,14,0
e3628a95-25d3-4205-be34-e9044f73b88a,Desktop,0,7.78,112.23,21802.25,14,0,WiFi,iOS 15,73,0
908de5d9-9a7a-48d5-8d77-f6515501172d,Desktop,1,1.37,36.91,821.82,9,0,WiFi,Android 13,22,0
9a0cecb2-29d5-4a8c-83e3-45cc831a1685,Mobile,1,26.4,56.18,12762.27,4,0,None,iOS 15,92,0
18f5c9b3-7c85-4c2c-a3be-b0f5e487f322,Mobile,1,13.75,94.17,4852.4,16,0,4G,Android 12,34,1
a672ec82-e36a-4ee9-97f4-213905e0c129,Desktop,1,16.81,6.18,19026.22,5,0,None,Android 13,26,0
0d8f0f16-b197-4469-86af-40f7cfaa210a,Desktop,1,0.19,68.72,4932.64,14,0,4G,Android 13,5,0
7349159f-973e-4892-9dac-6e128b2083ac,Mobile,1,1.18,62.83,21679.85,23,0,None,iOS 15,49,0
758700ed-b839-4448-9673-6fa3573f7628,Desktop,1,16.49,109.49,1709.65,8,0,None,iOS 16,98,0
c67447a8-d41a-4d82-8d55-63e5ceefc18e,Desktop,1,16.78,32.07,22079.23,21,0,None,Android 13,26,0
73392eae-6034-4638-bfec-378d906d9ba7,Desktop,1,15.51,100.45,7261.45,11,0,None,iOS 15,98,0
19601498-0cb8-4480-9d7d-60a14cdc68d1,Mobile,1,5.33,79.55,19964.01,8,1,4G,Android 12,68,0
fed2d6ab-fc9d-4cb4-9600-dbb44a58c7c3,Desktop,1,7.55,112.59,8733.57,13,0,4G,iOS 16,35,0
6b5d0a09-8143-4212-8a32-bff5dad7b361,Mobile,1,0.21,40.07,13582.52,22,0,4G,Android 12,7,0
4e2b9678-2e52-4e9b-9387-2c56c071de04,Mobile,0,0.18,65.32,15817.36,3,0,4G,iOS 16,80,0
cf7324c0-09e3-4e14-9118-1370a7cd1aa5,Desktop,1,13.51,53.92,14977.59,14,0,WiFi,iOS 16,73,0
2f6a6483-8d82-49e3-9817-e7ad59d5d0c1,Mobile,1,1.92,25.34,20666.91,3,0,None,iOS 16,81,0
188c66ce-89af-4de5-bfb4-dcbef388f0c1,Mobile,0,5.32,89.32,17811.07,6,0,4G,Android 13,47,0
314897d7-b6d9-4a3b-ab6f-8d20b9cd5d2d,Desktop,1,1.08,39.68,10120.38,13,0,4G,iOS 15,47,0
9ee7f217-dafd-4df1-b09a-0e66e362cedd,Desktop,1,16.47,27.33,12053.95,5,0,None,iOS 15,91,0
af643b84-e884-43a6-8b11-a56d8090b1d6,Mobile,1,20.59,49.52,5197.85,20,0,None,iOS 15,42,0
1e48d905-cb04-4662-9d8d-2e2231c44c29,Mobile,0,1.29,16.35,14578.92,21,0,WiFi,Android 13,87,0
0b5a5093-d4fa-4b20-bb23-50536db603b5,Mobile,1,14.03,75.91,21453.81,8,0,WiFi,iOS 15,74,0
6c35e356-d812-478d-b637-4ab048d04977,Desktop,1,4.12,114.34,2089.01,12,0,WiFi,Android 13,5,0
55a3231e-8cb1-426b-9584-230b50cbf4e9,Desktop,1,5.35,70.11,8463.1,21,0,4G,Android 12,99,0
edf72d17-f932-4e57-91fe-6b54f094022a,Desktop,1,0.51,42.59,10269.71,14,0,WiFi,Android 13,69,0
bd28e98b-d0e0-463c-95dd-7e1c218a1d70,Mobile,1,1.55,37.63,1285.31,20,0,4G,Android 13,99,0
33a9c364-b049-48ce-9858-5b222bdbaad8,Mobile,1,0.06,74.11,6942.15,1,0,None,Android 13,76,0
0b2cb61d-e97e-4d32-9bf2-d2a4a8a8dad9,Desktop,1,13.5,79.76,15259.37,12,0,WiFi,Android 12,65,0
c193b326-29dc-4064-a8d4-4e83851a3e63,Mobile,1,14.39,60.57,4366.5,5,0,4G,iOS 16,96,1
25692a72-5116-4a18-8df9-3b9987513a69,Mobile,0,3.35,29.82,9689.21,8,0,None,Android 13,78,0
d0fab1a3-72d9-4e84-867a-383e6442582b,Desktop,1,12.1,104.45,17825.83,10,0,4G,Android 13,70,0
3c3c902b-b7fb-4858-85b7-4cd71e167a16,Mobile,0,26.25,36.55,3691.33,10,0,None,iOS 16,35,0
5d2b59a9-820b-452f-ab7c-1beff766af28,Desktop,1,12.8,93.24,11491.36,9,0,4G,Android 12,15,0
5da947ea-ef13-4192-ae03-083bde4bae7e,Desktop,1,15.46,68.35,2933.87,9,0,4G,iOS 15,59,0
5cdccc72-4ef2-4d84-b401-5a0e8da5f934,Mobile,1,0.98,83.85,24078.41,22,0,WiFi,iOS 15,82,0
104a6471-1592-4a1a-ac10-3efacaddfb34,Desktop,1,2.98,50.1,16601.22,4,0,4G,Android 13,48,0
0dc385c9-363a-4f92-82a5-2c3103c41138,Mobile,1,3.92,82.13,4596.67,11,0,None,Android 12,84,0
27a1e1ef-f3d9-4b08-9782-fcab18129efe,Desktop,1,11.24,105.46,11764.47,17,0,None,iOS 15,10,0
10fd9e83-a838-423e-b592-216b63e06573,Desktop,1,42.26,41.05,13785.83,7,0,None,Android 13,8,0
dd7a69c3-6ba6-4ae9-8567-87df4f3be5af,Desktop,0,4.69,45.33,4269.07,22,0,4G,Android 13,55,0
e53f6abf-9335-4608-be39-47ad89a9ee05,Desktop,1,14.92,31.9,20160.44,14,0,None,Android 12,54,0
3406669d-b342-4657-953b-99a225748d63,Mobile,0,12.86,34.3,11410.19,12,0,None,Android 13,41,0
687c6593-ba76-4cbc-a3c4-3d693b066e2b,Desktop,1,13.55,86.48,1196.98,16,0,None,Android 13,36,0
74e3b9cc-c009-42ca-bfe6-7dbd96e245c5,Desktop,1,13.16,59.23,333.25,22,0,4G,iOS 16,63,0
465808fb-c76d-49f0-ad19-8505a3e18ddd,Desktop,1,4.91,93.52,19579.69,0,0,4G,Android 13,89,0
a18cb699-5e21-43a2-92f5-30508c28de55,Mobile,1,0.25,86.72,15268.96,14,0,WiFi,iOS 15,99,0
8777d0c3-a374-43b9-9851-7705101d0b0f,Mobile,1,17.21,68.47,3256.24,7,0,WiFi,Android 12,48,1
4ad7877c-a194-4346-8bf7-d764f29f65fc,Mobile,1,18.33,99.99,16786.18,0,0,None,Android 12,99,0
12c3d8af-2a57-4bf9-9cef-0b019da1ad44,Desktop,1,9.07,22.76,19937.26,16,0,None,iOS 16,29,0
70b4dae8-bdbb-4245-af74-8ffd23b5d118,Desktop,0,7.28,33.51,14024.13,18,0,None,Android 12,86,0
bebabbfc-6eb1-4a43-8383-6823ae034342,Mobile,1,8.82,117.6,19058.14,10,0,None,iOS 16,30,0
619d33bb-cb4a-4eb0-aef9-cbdc580a8e48,Desktop,1,1.86,75.16,22790.59,13,0,None,iOS 15,11,0
e2b04faa-7cc3-492c-8b38-bd556a64ce31,Mobile,1,17.24,77.58,3272.28,20,0,None,iOS 15,7,0
4bcb71d4-8d9a-473b-add8-c0574b6c17ff,Desktop,1,7.69,69.86,5053.0,5,1,4G,Android 12,90,0
d9279349-7cf7-4361-a7a8-f77b8eaaa988,Mobile,1,9.64,16.76,2703.99,22,0,None,iOS 15,68,0
1e49ae6b-f11f-4d20-9bac-052b55cf8ad6,Mobile,0,1.65,55.62,21478.54,4,0,None,iOS 15,57,0
7944cdd0-b439-48f8-903b-7317db0b09c0,Mobile,1,8.02,105.66,5853.75,5,0,4G,Android 13,11,0
ce73d685-1079-4728-b735-e11a74cd37c3,Mobile,0,1.11,11.78,3455.71,15,0,WiFi,iOS 16,49,0
4e630ed0-213c-4415-9ea3-be5a3af9105d,Mobile,1,10.4,59.59,19446.46,13,0,None,Android 12,75,0
2ae4dc6c-4330-4dd3-ad7f-e5101ea57e51,Mobile,0,3.76,1.01,5611.99,4,0,4G,Android 12,62,0
176dc526-2979-4050-b6a0-083ad0d3c0b6,Mobile,0,8.43,45.56,16644.8,17,0,4G,iOS 15,78,0
574603c8-1f89-43e4-83da-1ca9398dc1fb,Mobile,1,3.5,77.62,16079.76,16,0,None,iOS 15,44,0
735a6175-623c-4c80-ab57-9be78b69f2f4,Mobile,1,4.36,-4.32,9132.42,21,0,4G,Android 12,32,0
a2e70495-97aa-4a90-8102-f60ac3a06322,Desktop,0,8.71,96.05,18674.84,3,0,4G,iOS 15,67,0
7d198136-a5cd-428b-a50d-b3d145a8222a,Mobile,1,5.61,37.89,6772.27,5,0,None,iOS 15,64,0
c141c27a-f0fe-466c-9da3-d9f0c6c3c456,Mobile,1,1.31,82.57,5377.07,16,0,None,iOS 16,80,0
fdbd9885-6fff-4948-8065-abaa3fa5a417,Desktop,1,2.3,48.47,22595.19,2,0,None,Android 13,13,0
a4f15edc-4aa2-4fba-881d-79653f2309fa,Mobile,1,0.81,56.1,3011.75,3,0,None,iOS 15,53,0
542dad1e-4174-43f5-8bb6-e12cbf8319da,Mobile,0,15.57,45.41,10399.03,20,1,WiFi,Android 12,38,0
0644f430-8441-44b3-a5f3-ebac4825e8a7,Desktop,1,7.2,35.96,7441.68,4,0,4G,iOS 16,52,0
e5bdb5c3-5aa2-4e0c-8c32-8c8b39ebb379,Mobile,1,5.61,60.55,19736.95,11,0,4G,iOS 15,78,0
e8ee5570-2688-4a26-b5f0-641e855d465f,Mobile,1,27.99,50.17,9224.09,15,0,None,iOS 16,73,0
03503b1f-3ebc-4fd8-b191-c1040cb66d37,Desktop,1,11.86,56.99,15094.46,14,0,None,iOS 16,91,0
a90f23b0-c69a-4d95-8a09-406d7700f87e,Desktop,1,2.54,71.41,1674.73,22,0,WiFi,iOS 15,25,0
7f3101f2-111d-4e34-98ae-49fb9b2bbd8b,Mobile,1,15.27,69.3,18828.98,18,0,4G,Android 13,87,0
3909ae48-14ab-44c5-9029-dce206cda784,Desktop,1,6.23,88.04,23754.34,10,0,None,Android 12,77,0
452fa694-bf55-4d97-a8da-49fbc2cac566,Mobile,1,6.5,40.34,11570.48,16,1,None,iOS 15,79,0
0713cdc6-52b2-45f4-86c9-cff2d2fa8a27,Mobile,0,5.03,76.86,21848.3,21,0,4G,iOS 15,60,0
c494527a-ebea-437b-8983-fa1613499909,Desktop,1,5.68,123.0,1018.55,9,0,None,Android 12,8,0
5b905d9e-6a9c-43e0-9dbb-6a32569ad434,Mobile,1,11.4,64.38,2395.54,20,0,4G,iOS 16,99,1
0f0f6723-e32a-4d7f-9c0c-fe125dc79f14,Desktop,1,1.91,43.38,20276.45,22,0,None,Android 13,10,0
93795af3-c517-494b-9ee0-5caf1cf45fe0,Desktop,1,4.32,44.88,14465.36,10,0,WiFi,iOS 15,91,0
3a052546-73a7-4ae0-b102-91abe6c54e7a,Mobile,0,1.57,28.58,2061.86,13,0,WiFi,iOS 16,73,0
89377532-13ed-4e0a-87c2-7fe5703338c5,Desktop,1,8.97,122.4,9704.61,1,0,None,Android 12,81,0
1a1f6c5d-8275-4606-9a9f-8aa8dd6bf076,Mobile,1,4.11,47.8,15064.86,10,0,None,Android 13,53,0
2f59d62d-4e01-4102-a19d-9bfa749af37a,Mobile,1,3.1,33.35,23069.01,21,0,WiFi,iOS 15,8,0
2d0f563c-f0a6-4855-b220-4fd98a678fa9,Desktop,1,18.45,54.79,1942.89,20,0,WiFi,iOS 15,90,0
0c4945b3-2eb9-4741-9ec0-a4073643333c,Mobile,0,29.52,83.29,17227.45,3,0,4G,Android 12,93,0
5a3bb762-88b3-4df9-a7a9-6787844c14c8,Mobile,1,15.03,53.71,23913.65,21,0,4G,iOS 16,60,0
9976de60-11af-43a7-ab82-bb223680a37d,Desktop,1,12.47,60.12,7876.39,15,0,WiFi,iOS 16,75,0
40764ab2-bb4b-4a0b-b6d6-cae3948b2416,Desktop,1,2.64,97.86,16244.56,0,0,4G,iOS 15,16,0
12023f1d-49e6-46b2-8317-5ab6241546c0,Desktop,1,22.75,60.42,22967.45,20,0,WiFi,Android 12,55,0
70dbddf4-784a-4ae9-a02b-fda78736b4c0,Mobile,1,2.95,14.89,665.93,9,0,None,iOS 15,64,0
0ff97786-6875-49c4-b24e-70d564b6cbf6,Mobile,1,4.58,59.53,6864.61,4,0,4G,iOS 15,80,0
d8788643-90c9-45db-8eed-6e8cce22b8c6,Desktop,1,5.96,5.63,19103.37,4,0,WiFi,Android 12,56,0
fdd237b5-e4e9-4d7b-9fc6-7a7fcca7aa94,Mobile,1,7.79,83.91,12699.7,3,0,4G,Android 12,92,0
7daa2413-d366-4b83-aef5-582185ed4606,Desktop,0,1.34,40.34,18176.27,7,0,4G,Android 12,16,0
8e64ba29-8e89-4a7c-a8eb-57acc1656106,Desktop,1,8.27,31.11,24732.2,5,0,WiFi,iOS 15,44,0
3921f6e6-fab1-4743-98b8-0a5465fdf37e,Mobile,1,38.31,40.69,18724.79,21,0,4G,Android 13,6,0
ae86090e-e53b-4be6-909a-e028e9f2c066,Mobile,1,11.91,117.48,18949.91,6,0,4G,iOS 16,21,0
44e47747-f0b9-42c6-bb36-1fee2edfb3bc,Mobile,1,1.81,89.57,21493.39,10,0,WiFi,iOS 16,98,0
50c4b21d-8972-4cd6-9657-cbc23cabb12e,Desktop,1,4.9,92.05,13273.28,21,1,WiFi,Android 12,57,0
3d86dca0-5d95-4755-beb8-63bf3e8542fc,Desktop,0,0.56,84.55,8149.4,2,0,WiFi,Android 13,24,0
d546c582-a31b-49a8-a806-839051118926,Desktop,0,9.06,48.99,18685.8,8,0,WiFi,Android 13,6,0
2a65a09e-fd8a-4ce0-84ce-c526281b3e6f,Desktop,0,2.74,29.21,11837.72,19,0,None,Android 12,11,0
c21fac7d-6051-44a6-a724-e0e230b384ca,Desktop,1,36.04,31.0,11411.35,3,0,WiFi,Android 13,69,0
119e615c-a396-40ee-9c4f-6878ba1a14bc,Mobile,1,8.32,-1.52,6374.79,8,0,WiFi,iOS 16,12,0
d4ab8bcf-21ab-44be-b3db-a5b67b1e1c15,Desktop,0,2.31,45.52,14135.03,23,1,4G,iOS 16,71,0
7676cbb3-7676-452c-b430-2b0db4ffc398,Mobile,0,5.11,79.71,19017.33,13,0,None,iOS 15,32,0
26fd78b7-8c84-42fe-b3c4-a94ea4839170,Mobile,1,2.45,33.78,12474.76,15,0,4G,Android 13,69,0
e493fc52-4661-4b7e-9e17-fa32308ddc08,Desktop,0,8.11,56.67,5707.54,23,0,None,iOS 15,95,0
84f7462f-7e87-421d-a81a-baf41fd8e7df,Desktop,1,9.79,14.21,23588.33,18,0,WiFi,iOS 16,34,0
26cd10a5-4781-4b1b-b349-d32ffa55c612,Mobile,1,7.5,46.91,21121.22,12,0,WiFi,Android 12,31,0
14c6ca1f-7b49-482d-8b9b-60d4feb34257,Mobile,1,1.27,109.07,8644.97,7,0,WiFi,Android 13,9,0
03ee6f22-ff7e-4348-8f64-dc237ab9cfe1,Desktop,0,30.54,62.59,24348.46,4,0,None,iOS 15,52,0
0ce64639-04b1-4c2a-9dbc-9eb607a335eb,Mobile,0,8.55,110.41,24312.97,14,0,4G,iOS 15,23,0
9373f1b4-b5b4-47d5-b9e1-ae0fdd02b030,Desktop,1,0.12,61.57,2914.85,4,0,WiFi,iOS 16,78,0
0bbc12ae-1c6a-4df9-8acc-c609f644afa8,Mobile,1,1.26,38.9,2931.19,9,0,None,Android 12,19,0
2ddc8c55-4785-416e-9492-eb6f81f752a7,Mobile,1,5.36,74.52,21627.93,14,0,None,Android 13,51,0
6792edb4-094c-4b64-a8ee-d9de3e974c37,Desktop,1,6.11,46.7,4622.7,21,0,WiFi,iOS 15,75,0
4713881f-dcf2-49a5-9c21-da6072589d59,Desktop,1,5.87,82.62,4584.7,5,0,WiFi,Android 13,37,0
f3519ff4-0834-4df8-b008-f59b68757e4e,Desktop,1,15.1,91.58,1894.25,2,0,4G,iOS 16,54,0
9f5867b3-86e5-4fc2-9634-9951bb8b0499,Mobile,1,31.41,20.51,18371.23,12,0,4G,Android 13,11,0
5225d240-c86d-47bd-a38b-aa63753c5ccb,Desktop,1,3.02,53.0,3307.61,1,0,WiFi,Android 12,29,0
2d76d5a2-5f37-4566-9c5e-2608de3d349f,Mobile,1,10.77,69.74,17852.71,12,0,WiFi,iOS 15,40,0
043a2ded-a97f-49b2-8394-e838cec380c9,Desktop,1,22.15,62.16,566.86,6,0,4G,iOS 15,23,0
7ad75b68-6afa-499a-b6a8-651a241bdb40,Desktop,1,24.08,88.64,15452.93,0,0,WiFi,iOS 15,50,0
337f9cf7-7fc0-4fd9-a62e-f3ab4fa3ffc3,Desktop,1,14.21,89.48,20390.7,9,0,WiFi,Android 13,50,0
e805975e-a17b-4e2a-bc6c-7b14acc419db,Desktop,0,1.33,65.29,8001.3,18,0,WiFi,iOS 16,23,0
ad6c0a3f-12ef-4a34-b1fa-52438842f5fd,Mobile,1,0.85,41.6,5031.39,18,0,4G,iOS 16,34,0
9737d1dd-4e67-4f57-9297-69b9c6886de9,Desktop,1,4.57,41.49,24720.0,5,0,4G,iOS 15,64,0
eaa28337-78a3-4a98-9480-032539343852,Mobile,1,1.31,30.29,5888.82,3,0,4G,Android 12,65,0
b03e9c2e-f9d1-4dbf-b0d1-67d0854d1f27,Mobile,1,20.5,39.14,4228.91,0,0,None,Android 13,93,0
e499c881-d762-4bdb-bd1a-e0a83b7bd0f0,Desktop,1,18.57,90.92,1089.24,9,0,4G,iOS 16,70,0
f7ae9ecb-c940-4aeb-8a7e-06e1c0523a31,Desktop,1,9.95,36.09,21804.07,4,0,WiFi,Android 13,39,0
5818d30a-fa78-42e7-9091-4d47eb434643,Desktop,1,2.45,77.6,17424.64,8,0,WiFi,Android 12,92,0
24c53b92-ecb0-47b1-a0ef-4946ad36a340,Mobile,1,14.0,91.66,10066.75,20,0,4G,Android 13,26,0
33fbcd11-6621-40cb-86af-9bf82f67e26e,Desktop,0,47.89,-0.01,12942.9,4,0,None,iOS 16,51,0
